orcid,faculties,note
no_orcid_4200,med,hand-classified from publications
no_orcid_4485,mint,hand-classified from publications
no_orcid_6146,phil,hand-classified from publications
no_orcid_6760,mint,hand-classified from publications
no_orcid_7935,mint,hand-classified from publications
0000-0001-5556-6376,mint,hand-classified from publications
0000-0001-6545-2516,mint,hand-classified from publications
0000-0001-7794-5465,mint,hand-classified from publications
0000-0001-8810-1049,mint,hand-classified from publications
0000-0002-1510-4350,mint,hand-classified from publications
0000-0002-3008-5688,mint,hand-classified from publications
0000-0002-4039-4230,mint,hand-classified from publications
0000-0002-6613-0583,mint,hand-classified from publications
0000-0003-0136-444X,mint,hand-classified from publications
0000-0003-0484-6815,mint,hand-classified from publications
0000-0003-0911-3637,mint,hand-classified from publications
0000-0003-2735-9630,mint,hand-classified from publications
0000-0003-4645-2881,mint,hand-classified from publications
0000-0003-4696-8941,mint,hand-classified from publications
0009-0003-1050-7083,mint,hand-classified from publications
0009-0005-9375-9618,mint,hand-classified from publications
0009-0007-6239-9407,mint,hand-classified from publications
0009-0009-7165-2595,mint,hand-classified from publications
no_orcid_10621,mint,hand-classified from publications
no_orcid_1897,mint,hand-classified from publications
no_orcid_2358,mint,hand-classified from publications
no_orcid_2360,mint,hand-classified from publications
no_orcid_3127,mint,hand-classified from publications
no_orcid_3363,mint,hand-classified from publications
no_orcid_3925,phil,hand-classified from publications
no_orcid_4022,mint,hand-classified from publications
no_orcid_4857,mint,hand-classified from publications
no_orcid_6759,mint,hand-classified from publications
no_orcid_6814,mint,hand-classified from publications
no_orcid_727,mint,hand-classified from publications
no_orcid_7683,mint,hand-classified from publications
no_orcid_7783,mint,hand-classified from publications
no_orcid_7784,mint,hand-classified from publications
no_orcid_8726,mint,hand-classified from publications
no_orcid_9278,mint,hand-classified from publications
no_orcid_9279,mint,hand-classified from publications
no_orcid_9397,mint,hand-classified from publications
0000-0001-5714-4011,phil,hand-classified from publications
0000-0001-6660-0031,phil,hand-classified from publications
0000-0002-0267-0716,phil,hand-classified from publications
0000-0002-0885-1542,phil,hand-classified from publications
0000-0002-2553-7213,phil,hand-classified from publications
0000-0002-3039-0025,phil,hand-classified from publications
0000-0002-3442-9011,phil,hand-classified from publications
0000-0002-5891-3879,phil,hand-classified from publications
0000-0002-9084-9483,phil,hand-classified from publications
0000-0002-9325-8363,phil,hand-classified from publications
0000-0002-9796-2972,phil,hand-classified from publications
0000-0003-3978-1628,phil,hand-classified from publications
no_orcid_10245,phil,hand-classified from publications
no_orcid_10252,phil,hand-classified from publications
no_orcid_10489,phil,hand-classified from publications
no_orcid_10675,phil,hand-classified from publications
no_orcid_3276,phil,hand-classified from publications
no_orcid_3760,phil,hand-classified from publications
no_orcid_6680,sowi,hand-classified from publications
no_orcid_7387,phil,hand-classified from publications
no_orcid_8763,phil,hand-classified from publications
no_orcid_8895,phil,hand-classified from publications
no_orcid_9624,phil,hand-classified from publications
no_orcid_9625,phil,hand-classified from publications
0000-0002-2379-5681,rewi,hand-classified from publications
no_orcid_2397,rewi,hand-classified from publications
no_orcid_4187,rewi,hand-classified from publications
0000-0001-5500-0487,sowi,hand-classified from publications
0000-0001-5732-8718,sowi,hand-classified from publications
0000-0001-7685-262X,sowi,hand-classified from publications
0000-0001-8202-1785,sowi,hand-classified from publications
0000-0002-1348-5129,sowi,hand-classified from publications
0000-0002-3918-464X,sowi,hand-classified from publications
0000-0002-5375-205X,sowi,hand-classified from publications
0000-0002-6674-2440,sowi,hand-classified from publications
0000-0002-6836-4199,sowi,hand-classified from publications
0000-0002-8980-2282,sowi,hand-classified from publications
0000-0002-9574-3776,sowi,hand-classified from publications
0000-0002-9769-5077,sowi,hand-classified from publications
0000-0003-0230-908X,sowi,hand-classified from publications
0009-0002-3020-0444,sowi,hand-classified from publications
0009-0007-4136-3915,sowi,hand-classified from publications
no_orcid_10086,sowi,hand-classified from publications
no_orcid_1681,mint,hand-classified from publications
no_orcid_1682,sowi,hand-classified from publications
no_orcid_343,sowi,hand-classified from publications
no_orcid_4181,sowi,hand-classified from publications
no_orcid_4222,sowi,hand-classified from publications
no_orcid_5074,sowi,hand-classified from publications
no_orcid_5082,sowi,hand-classified from publications
no_orcid_5091,sowi,hand-classified from publications
no_orcid_5833,sowi,hand-classified from publications
no_orcid_6794,jura,hand-classified from publications
no_orcid_7288,sowi,hand-classified from publications
no_orcid_7418,sowi,hand-classified from publications
no_orcid_8358,sowi,hand-classified from publications
0000-0002-9757-3491,mint,hand-classified from publications
no_orcid_3879,agrar,hand-classified from publications
no_orcid_8062,rewi,hand-classified from publications
no_orcid_1916,mint,hand-classified from publications
0000-0002-4390-6086,mint,hand-classified from publications
no_orcid_1856,mint,hand-classified from publications
no_orcid_1857,mint,hand-classified from publications
0000-0001-9308-5776,mint,hand-classified from publications
no_orcid_6136,sowi,hand-classified from publications
0000-0003-4896-9497,sowi,hand-classified from publications
no_orcid_9285,sowi,hand-classified from publications
no_orcid_10267,mint,hand-classified from publications
no_orcid_3965,sowi,hand-classified from publications
no_orcid_2309,phil,hand-classified from publications
0000-0003-3110-9642,phil,hand-classified from publications
no_orcid_641,mint,hand-classified from publications
0000-0002-0738-4233,mint,hand-classified from publications
no_orcid_1099,mint,hand-classified from publications
no_orcid_3179,sowi,hand-classified from publications
0000-0001-7694-062X,phil,hand-classified from publications
0009-0006-1476-4361,phil,hand-classified from publications
no_orcid_1640,mint,hand-classified from publications
0000-0001-8626-1647,sowi,hand-classified from publications
0000-0002-4091-8620,sowi,hand-classified from publications
no_orcid_2253,mint,hand-classified from publications
no_orcid_4159,phil,hand-classified from publications
no_orcid_2002,mint,hand-classified from publications
0000-0002-9913-9824,sowi,hand-classified from publications
no_orcid_8957,phil,hand-classified from publications
0000-0002-8236-8110,mint,hand-classified from publications
no_orcid_2496,phil,hand-classified from publications
0000-0003-2886-9237,mint,hand-classified from publications
no_orcid_496,med,hand-classified from publications
0000-0002-2171-9706,med,hand-classified from publications
no_orcid_1411,med,hand-classified from publications
no_orcid_1412,med,hand-classified from publications
0009-0007-6180-5610,sowi,hand-classified from publications
no_orcid_1230,mint,hand-classified from publications
0000-0002-1657-3677,med,hand-classified from publications
0000-0003-0533-1012,med,hand-classified from publications
0000-0003-4291-1956,med,hand-classified from publications
no_orcid_1627,med,hand-classified from publications
no_orcid_1628,med,hand-classified from publications
no_orcid_1629,med,hand-classified from publications
no_orcid_4136,mint,hand-classified from publications
no_orcid_4163,mint,hand-classified from publications
no_orcid_4834,med,hand-classified from publications
0000-0001-7925-8917,mint,hand-classified from publications
0000-0002-0003-0512,mint,hand-classified from publications
0000-0002-2059-2061,mint,hand-classified from publications
0000-0003-0779-5013,mint,hand-classified from publications
0000-0003-2147-4953,mint,hand-classified from publications
0000-0003-2418-2681,mint,hand-classified from publications
0000-0003-3032-4834,mint,hand-classified from publications
0000-0003-3045-9595,tech,hand-classified from publications
0009-0002-4367-2117,mint,hand-classified from publications
no_orcid_14,mint,hand-classified from publications
no_orcid_1424,mint,hand-classified from publications
no_orcid_2802,mint,hand-classified from publications
no_orcid_2815,mint,hand-classified from publications
no_orcid_4009,mint,hand-classified from publications
no_orcid_4135,mint,hand-classified from publications
no_orcid_4924,mint,hand-classified from publications
no_orcid_5509,mint,hand-classified from publications
no_orcid_5521,mint,hand-classified from publications
0009-0000-6872-8418,phil,hand-classified from publications
0009-0008-4863-798X,phil,hand-classified from publications
no_orcid_5090,sowi,hand-classified from publications
0000-0001-5521-1954,sowi,hand-classified from publications
0000-0002-4604-9868,sowi,hand-classified from publications
no_orcid_4261,sowi,hand-classified from publications
no_orcid_7388,tech,hand-classified from publications
0000-0002-9805-9099,med,hand-classified from publications
0000-0002-2507-7472,mint,hand-classified from publications
0000-0003-1362-0754,mint,hand-classified from publications
0000-0002-9233-490X,jura,hand-classified from publications
no_orcid_10634,jura,hand-classified from publications
0000-0003-2431-5843,med,hand-classified from publications
0000-0003-4580-139X,med,hand-classified from publications
no_orcid_10522,tech,hand-classified from publications
0000-0003-2894-7135,phil,hand-classified from publications
0000-0002-6541-3127,med,hand-classified from publications
no_orcid_6683,mint,hand-classified from publications
no_orcid_8654,med,hand-classified from publications
no_orcid_1978,mint,hand-classified from publications
0000-0003-1900-0038,med,hand-classified from publications
0000-0001-9589-3136,phil,assigned from institution (uninformative publication titles)
0000-0002-2607-7415,sowi,assigned from institution (uninformative publication titles)
0000-0002-2969-6641,sowi,assigned from institution (uninformative publication titles)
0000-0002-5846-4321,sowi,assigned from institution (uninformative publication titles)
0000-0002-6358-8783,phil,assigned from institution (uninformative publication titles)
0009-0005-3745-2021,sowi,assigned from institution (uninformative publication titles)
no_orcid_10253,sowi,assigned from institution (uninformative publication titles)
no_orcid_10495,sowi,assigned from institution (uninformative publication titles)
no_orcid_3175,mint,assigned from institution (uninformative publication titles)
no_orcid_3176,mint,assigned from institution (uninformative publication titles)
no_orcid_5093,sowi,assigned from institution (uninformative publication titles)
no_orcid_8593,sowi,assigned from institution (uninformative publication titles)
no_orcid_8860,sowi,assigned from institution (uninformative publication titles)
no_orcid_9622,phil,assigned from institution (uninformative publication titles)
no_orcid_4927,agrar,hand-classified from publications
0009-0000-9429-2195,agrar,hand-classified from publications
no_orcid_9358,sowi,hand-classified from publications
0009-0006-6918-7944,med,hand-classified from publications
no_orcid_9769,med,hand-classified from publications
0000-0002-5687-0270,med,hand-classified from publications
0000-0003-1286-9152,sowi,hand-classified from publications
no_orcid_4456,mint,hand-classified from publications
no_orcid_4454,sowi,hand-classified from publications
0000-0001-5098-6902,sowi,assigned from institution
0000-0001-5386-6746,mint,assigned from institution
0000-0001-5465-5609,med,assigned from institution
0000-0001-5556-3845,sowi,assigned from institution
0000-0001-5592-8373,med,assigned from institution
0000-0001-5602-7710,med,assigned from institution
0000-0001-5911-3315,sowi,assigned from institution
0000-0001-6444-7563,mint,assigned from institution
0000-0001-6459-9284,mint,assigned from institution
0000-0001-6564-0410,med,assigned from institution
0000-0001-6737-382X,mint,assigned from institution
0000-0001-6914-7383,mint,assigned from institution
0000-0001-6934-5603,tech,assigned from institution
0000-0001-7153-7663,mint,assigned from institution
0000-0001-7192-6810,mint,assigned from institution
0000-0001-7224-7617,med,assigned from institution
0000-0001-7231-2052,mint,assigned from institution
0000-0001-7545-3168,sowi,assigned from institution
0000-0001-7698-5772,sowi,assigned from institution
0000-0001-7925-9311,mint,assigned from institution
0000-0001-8037-128X,sowi,assigned from institution
0000-0001-8405-170X,mint,assigned from institution
0000-0001-8608-1398,sowi,assigned from institution
0000-0001-8737-4846,med,assigned from institution
0000-0001-8856-3462,med,assigned from institution
0000-0001-9080-5790,sowi,assigned from institution
0000-0001-9215-7408,mint,assigned from institution
0000-0001-9234-6276,mint,assigned from institution
0000-0001-9242-7682,mint,assigned from institution
0000-0001-9550-5164,mint,assigned from institution
0000-0001-9888-7292,mint,assigned from institution
0000-0002-0070-3772,sowi,assigned from institution
0000-0002-0073-3322,med,assigned from institution
0000-0002-0112-9741,sowi,assigned from institution
0000-0002-0254-9174,mint,assigned from institution
0000-0002-0696-1473,jura,assigned from institution
0000-0002-0698-3621,med,assigned from institution
0000-0002-0717-6186,mint,assigned from institution
0000-0002-0761-3657,med,assigned from institution
0000-0002-0900-5188,mint,assigned from institution
0000-0002-1032-4098,med,assigned from institution
0000-0002-1037-3850,med,assigned from institution
0000-0002-1255-3636,sowi,assigned from institution
0000-0002-1307-5082,sowi,assigned from institution
0000-0002-1467-9937,tech,assigned from institution
0000-0002-1544-8268,mint,assigned from institution
0000-0002-1962-3473,sowi,assigned from institution
0000-0002-2766-5243,mint,assigned from institution
0000-0002-2825-5481,med,assigned from institution
0000-0002-3038-0337,sowi,assigned from institution
0000-0002-3067-9056,med,assigned from institution
0000-0002-3130-933X,med,assigned from institution
0000-0002-3217-289X,med,assigned from institution
0000-0002-3284-6540,med,assigned from institution
0000-0002-3351-3588,mint,assigned from institution
0000-0002-3398-9412,med,assigned from institution
0000-0002-3461-2668,med,assigned from institution
0000-0002-3735-8802,mint,assigned from institution
0000-0002-3740-4733,med,assigned from institution
0000-0002-4132-9203,med,assigned from institution
0000-0002-4490-1746,med,assigned from institution
0000-0002-4673-4806,mint,assigned from institution
0000-0002-4697-1342,mint,assigned from institution
0000-0002-4842-2451,med,assigned from institution
0000-0002-4903-9542,med,assigned from institution
0000-0002-5623-5584,mint,assigned from institution
0000-0002-5660-1513,mint,assigned from institution
0000-0002-5936-5464,sowi,assigned from institution
0000-0002-5961-7617,mint,assigned from institution
0000-0002-5999-6522,sowi,assigned from institution
0000-0002-6504-4026,med,assigned from institution
0000-0002-6720-5882,mint,assigned from institution
0000-0002-7317-4613,mint,assigned from institution
0000-0002-7398-3293,mint,assigned from institution
0000-0002-7737-0136,sowi,assigned from institution
0000-0002-7880-7045,mint,assigned from institution
0000-0002-7882-5868,mint,assigned from institution
0000-0002-7924-9022,sowi,assigned from institution
0000-0002-8361-5283,mint,assigned from institution
0000-0002-8739-0253,med,assigned from institution
0000-0002-8813-7436,mint,assigned from institution
0000-0002-8962-1406,mint,assigned from institution
0000-0002-8965-8268,mint,assigned from institution
0000-0002-9403-1224,med,assigned from institution
0000-0002-9531-8753,mint,assigned from institution
0000-0002-9600-3331,mint,assigned from institution
0000-0002-9980-8610,sowi,assigned from institution
0000-0002-9982-3300,med,assigned from institution
0000-0003-0293-4512,med,assigned from institution
0000-0003-0615-2868,sowi,assigned from institution
0000-0003-0882-2669,med,assigned from institution
0000-0003-0894-8982,med,assigned from institution
0000-0003-1037-3487,med,assigned from institution
0000-0003-1143-0535,sowi,assigned from institution
0000-0003-1230-1786,med,assigned from institution
0000-0003-1264-0024,mint,assigned from institution
0000-0003-1386-1881,mint,assigned from institution
0000-0003-1524-5046,mint,assigned from institution
0000-0003-1896-234X,mint,assigned from institution
0000-0003-2159-789X,sowi,assigned from institution
0000-0003-2175-9350,mint,assigned from institution
0000-0003-2710-4929,med,assigned from institution
0000-0003-2754-3171,med,assigned from institution
0000-0003-3389-2028,sowi,assigned from institution
0000-0003-3763-7753,mint,assigned from institution
0000-0003-3782-2158,med,assigned from institution
0000-0003-3901-8796,sowi,assigned from institution
0000-0003-4052-1575,sowi,assigned from institution
0000-0003-4074-8390,mint,assigned from institution
0000-0003-4138-5886,sowi,assigned from institution
0000-0003-4464-7802,mint,assigned from institution
0000-0003-4628-8137,mint,assigned from institution
0000-0003-4749-2826,mint,assigned from institution
0009-0001-7171-8808,mint,assigned from institution
0009-0002-7389-2727,sowi,assigned from institution
0009-0003-0609-0377,sowi,assigned from institution
0009-0007-1588-4055,med,assigned from institution
0009-0008-2364-3208,sowi,assigned from institution
0009-0008-7841-6213,med,assigned from institution
0009-0009-8495-8227,med,assigned from institution
0009-0009-9614-9857,mint,assigned from institution
no_orcid_100,mint,assigned from institution
no_orcid_10173,med,assigned from institution
no_orcid_1035,sowi,assigned from institution
no_orcid_10560,mint,assigned from institution
no_orcid_10561,mint,assigned from institution
no_orcid_10611,sowi,assigned from institution
no_orcid_1238,jura,assigned from institution
no_orcid_1384,med,assigned from institution
no_orcid_1450,med,assigned from institution
no_orcid_147,med,assigned from institution
no_orcid_150,med,assigned from institution
no_orcid_1516,mint,assigned from institution
no_orcid_1549,sowi,assigned from institution
no_orcid_1908,mint,assigned from institution
no_orcid_2223,med,assigned from institution
no_orcid_2226,med,assigned from institution
no_orcid_223,sowi,assigned from institution
no_orcid_2231,med,assigned from institution
no_orcid_2233,med,assigned from institution
no_orcid_2322,mint,assigned from institution
no_orcid_2463,sowi,assigned from institution
no_orcid_2791,mint,assigned from institution
no_orcid_2801,mint,assigned from institution
no_orcid_2982,med,assigned from institution
no_orcid_2983,med,assigned from institution
no_orcid_2984,med,assigned from institution
no_orcid_363,mint,assigned from institution
no_orcid_366,mint,assigned from institution
no_orcid_4071,mint,assigned from institution
no_orcid_4112,mint,assigned from institution
no_orcid_4119,med,assigned from institution
no_orcid_4169,mint,assigned from institution
no_orcid_4188,jura,assigned from institution
no_orcid_4265,mint,assigned from institution
no_orcid_4558,mint,assigned from institution
no_orcid_4678,med,assigned from institution
no_orcid_4953,sowi,assigned from institution
no_orcid_5,mint,assigned from institution
no_orcid_5033,med,assigned from institution
no_orcid_5088,med,assigned from institution
no_orcid_5324,med,assigned from institution
no_orcid_5351,med,assigned from institution
no_orcid_5352,med,assigned from institution
no_orcid_5435,mint,assigned from institution
no_orcid_5545,med,assigned from institution
no_orcid_5887,med,assigned from institution
no_orcid_6159,sowi,assigned from institution
no_orcid_6336,med,assigned from institution
no_orcid_6346,med,assigned from institution
no_orcid_6700,mint,assigned from institution
no_orcid_6707,mint,assigned from institution
no_orcid_6805,mint,assigned from institution
no_orcid_6883,med,assigned from institution
no_orcid_6884,med,assigned from institution
no_orcid_6885,med,assigned from institution
no_orcid_6987,mint,assigned from institution
no_orcid_7005,med,assigned from institution
no_orcid_739,mint,assigned from institution
no_orcid_748,mint,assigned from institution
no_orcid_756,mint,assigned from institution
no_orcid_7890,med,assigned from institution
no_orcid_7914,mint,assigned from institution
no_orcid_800,mint,assigned from institution
no_orcid_8455,mint,assigned from institution
no_orcid_8495,sowi,assigned from institution
no_orcid_858,mint,assigned from institution
no_orcid_8587,jura,assigned from institution
no_orcid_8680,mint,assigned from institution
no_orcid_8681,mint,assigned from institution
no_orcid_8682,mint,assigned from institution
no_orcid_8691,mint,assigned from institution
no_orcid_8692,mint,assigned from institution
no_orcid_8693,mint,assigned from institution
no_orcid_8835,mint,assigned from institution
no_orcid_900,mint,assigned from institution
no_orcid_9589,mint,assigned from institution
no_orcid_974,tech,assigned from institution
no_orcid_975,tech,assigned from institution
0000-0002-8846-3063,mint,assigned from publications
0000-0001-7344-7995,mint,assigned from publications
0000-0003-4285-6993,med,assigned from publications
no_orcid_3725,mint,assigned from publications
0000-0003-2476-7225,mint,assigned from publications
0000-0002-9329-8357,mint,assigned from publications
no_orcid_1943,agrar,assigned from publications
0000-0003-2581-4214,mint,assigned from publications
0000-0002-8693-1222,mint,assigned from publications
0000-0002-1851-9148,mint,assigned from publications
0000-0003-2259-5423,sowi,assigned from publications
0000-0001-5662-5710,jura,assigned from publications
0000-0001-7079-4967,jura,assigned from publications
0000-0002-4068-9071,jura,assigned from publications
0000-0003-1281-4477,jura,assigned from publications
no_orcid_1052,jura,assigned from publications
no_orcid_1464,jura,assigned from publications
no_orcid_2495,jura,assigned from publications
no_orcid_342,jura,assigned from publications
no_orcid_5081,jura,assigned from publications
no_orcid_5640,jura,assigned from publications
no_orcid_6128,jura,assigned from publications
no_orcid_6802,jura,assigned from publications
no_orcid_861,jura,assigned from publications
no_orcid_3734,jura,assigned from publications
0009-0000-2536-8002,jura,assigned from publications
no_orcid_89,jura,assigned from publications
0000-0003-1671-8837,jura,assigned from publications
no_orcid_1227,jura,assigned from publications
no_orcid_1174,jura,assigned from publications
no_orcid_8035,mint,assigned from publications
0000-0001-7075-5124,mint,assigned from publications
no_orcid_1034,sowi,assigned from publications
0000-0003-4995-027X,sowi,assigned from publications
0000-0003-1342-1958,mint,assigned from publications
0000-0002-8768-5027,mint,assigned from publications
0000-0001-5274-1781,mint,assigned from publications
0000-0001-9398-8027,mint,assigned from publications
0000-0002-0330-1170,mint,assigned from publications
0000-0003-2999-083X,mint,assigned from publications
0000-0003-4168-0228,mint,assigned from publications
0000-0001-6366-286X,mint,assigned from publications
0000-0001-7057-194X,mint,assigned from publications
0000-0001-8125-4552,mint,assigned from publications
0000-0001-9681-3265,mint,assigned from publications
0000-0001-9857-9900,mint,assigned from publications
0000-0002-5203-809X,mint,assigned from publications
0000-0002-8401-4850,mint,assigned from publications
0000-0002-8916-4540,mint,assigned from publications
0000-0003-1879-8498,mint,assigned from publications
no_orcid_1338,mint,assigned from publications
no_orcid_1339,mint,assigned from publications
no_orcid_1506,mint,assigned from publications
no_orcid_251,mint,assigned from publications
no_orcid_2965,mint,assigned from publications
no_orcid_3572,mint,assigned from publications
no_orcid_3573,mint,assigned from publications
no_orcid_3574,mint,assigned from publications
no_orcid_5150,mint,assigned from publications
no_orcid_576,mint,assigned from publications
no_orcid_596,mint,assigned from publications
no_orcid_597,mint,assigned from publications
no_orcid_634,mint,assigned from publications
no_orcid_876,mint,assigned from publications
no_orcid_965,mint,assigned from publications
no_orcid_2964,mint,assigned from publications
0000-0002-1191-0128,mint,assigned from publications
0000-0003-0365-5654,mint,assigned from publications
no_orcid_694,mint,assigned from publications
0000-0002-5709-7507,mint,assigned from publications
no_orcid_272,mint,assigned from publications
0000-0002-6717-8343,mint,assigned from publications
0000-0001-5709-0965,tech,grounded from publication record (was model-only)
0000-0001-6112-2499,mint,grounded from publication record (was model-only)
0000-0001-6225-5488,agrar,grounded from publication record (was model-only)
0000-0001-6575-3079,mint,grounded from publication record (was model-only)
0000-0001-7585-6071,sowi,grounded from publication record (was model-only)
0000-0001-8761-9719,sowi,grounded from publication record (was model-only)
0000-0001-9587-4584,sowi,grounded from publication record (was model-only)
0000-0002-0656-6991,mint,grounded from publication record (was model-only)
0000-0002-0835-9603,sowi,grounded from publication record (was model-only)
0000-0002-0948-6698,med,grounded from publication record (was model-only)
0000-0002-2308-6834,mint,grounded from publication record (was model-only)
0000-0002-3708-1727,med,grounded from publication record (was model-only)
0000-0002-4278-1963,mint,grounded from publication record (was model-only)
0000-0002-4943-2141,med,grounded from publication record (was model-only)
0000-0002-5081-8498,sowi,grounded from publication record (was model-only)
0000-0002-5669-9979,tech,grounded from publication record (was model-only)
0000-0002-5862-9229,sowi,grounded from publication record (was model-only)
0000-0002-6085-453X,sowi,grounded from publication record (was model-only)
0000-0002-7624-4752,mint,grounded from publication record (was model-only)
0000-0002-7878-0110,mint,grounded from publication record (was model-only)
0000-0003-2978-5799,tech,grounded from publication record (was model-only)
0000-0003-3046-2241,mint,grounded from publication record (was model-only)
0009-0008-1955-4472,tech,grounded from publication record (was model-only)
no_orcid_228,mint,grounded from publication record (was model-only)
no_orcid_273,mint,grounded from publication record (was model-only)
no_orcid_4382,sowi,grounded from publication record (was model-only)
no_orcid_4541,mint,grounded from publication record (was model-only)
no_orcid_4542,mint,grounded from publication record (was model-only)
no_orcid_4649,mint,grounded from publication record (was model-only)
no_orcid_4893,mint,grounded from publication record (was model-only)
no_orcid_5060,sowi,grounded from publication record (was model-only)
no_orcid_533,mint,grounded from publication record (was model-only)
no_orcid_534,mint,grounded from publication record (was model-only)
no_orcid_6513,mint,grounded from publication record (was model-only)
no_orcid_9016,phil,grounded from publication record (was model-only)
no_orcid_9914,mint,grounded from publication record (was model-only)
